Suburb,Address,Rooms,Type,Price,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname
Glen Iris,1687 Malvern Rd,3,h,2800000.0,26/07/2016,9.2,3.0,1.0,2.0,762.0,153.0,1930.0,-37.8575,145.0554,Southern Metropolitan
Glen Iris,21 Beatrice St,3,h,1665000.0,27/06/2016,9.2,3.0,1.0,2.0,685.0,143.0,1941.0,-37.8538,145.0842,Southern Metropolitan
Glen Iris,8/251 Burke Rd,2,u,600000.0,27/06/2016,9.2,2.0,1.0,1.0,0.0,80.0,1960.0,-37.8555,145.0518,Southern Metropolitan
Glen Iris,60 Madeline St,3,h,1420000.0,27/06/2016,9.2,3.0,1.0,2.0,615.0,607.0,1940.0,-37.8578,145.0919,Southern Metropolitan
Glen Iris,16 Bourne Rd,4,h,,27/11/2016,9.2,4.0,3.0,3.0,858.0,461.0,2006.0,-37.8571,145.0646,Southern Metropolitan
Glen Iris,3/41 Edgar St,3,h,,27/11/2016,9.2,3.0,2.0,2.0,241.0,160.0,1980.0,-37.8545,145.0448,Southern Metropolitan
Glen Iris,14 Queens Pde,5,h,2410000.0,27/11/2016,9.2,5.0,2.0,2.0,654.0,354.0,2015.0,-37.8515,145.0922,Southern Metropolitan
Glen Iris,22 Rix St,4,h,,27/11/2016,9.2,4.0,3.0,2.0,608.0,215.0,1925.0,-37.8472,145.0522,Southern Metropolitan
Glen Iris,15 Rosedale Rd,3,h,,27/11/2016,9.2,3.0,1.0,2.0,705.0,166.0,1930.0,-37.8579,145.0694,Southern Metropolitan
Glen Iris,8/304 Tooronga Rd,2,u,,27/11/2016,9.2,2.0,1.0,1.0,1218.0,63.0,1970.0,-37.8519,145.0426,Southern Metropolitan
Glen Iris,30 Valley Pde,4,h,2100000.0,27/11/2016,9.2,4.0,2.0,2.0,645.0,216.0,1930.0,-37.8516,145.061,Southern Metropolitan
Glen Iris,44 Vincent St,4,h,,27/11/2016,9.2,4.0,2.0,2.0,654.0,290.0,2010.0,-37.8602,145.0444,Southern Metropolitan
Glen Iris,15 Yeovil Rd,4,h,2950000.0,27/11/2016,9.2,4.0,2.0,2.0,1485.0,295.0,1966.0,-37.8509,145.0856,Southern Metropolitan
Glen Iris,31 Britten St,3,h,,28/05/2016,9.2,3.0,2.0,3.0,857.0,401.0,2006.0,-37.8559,145.063,Southern Metropolitan
Glen Iris,3 Fairview Gr,5,h,3365000.0,28/05/2016,9.2,5.0,2.0,2.0,1339.0,270.0,1925.0,-37.8649,145.0547,Southern Metropolitan
Glen Iris,18 Netherlee St,5,h,,28/05/2016,9.2,4.0,3.0,2.0,709.0,424.0,2000.0,-37.8613,145.0494,Southern Metropolitan
Glen Iris,24 Brandon St,3,h,1931000.0,28/08/2016,9.2,3.0,2.0,2.0,648.0,193.0,1975.0,-37.8547,145.0771,Southern Metropolitan
Glen Iris,318 Tooronga Rd,2,h,1250000.0,28/08/2016,9.2,2.0,1.0,2.0,438.0,107.0,1910.0,-37.8511,145.0428,Southern Metropolitan
Glen Iris,35 Adrian St,5,h,2400000.0,30/07/2016,9.2,5.0,3.0,2.0,709.0,672.0,1930.0,-37.8529,145.0806,Southern Metropolitan
Glenroy,89 John St,3,h,610000.0,3/09/2016,13.0,3.0,1.0,2.0,696.0,118.0,1960.0,-37.6972,144.9431,Northern Metropolitan
Glenroy,55 Daley St,3,h,610000.0,3/12/2016,13.0,3.0,1.0,3.0,640.0,144.0,1960.0,-37.6979,144.9335,Northern Metropolitan
Glenroy,39 Morley St,3,h,806500.0,3/12/2016,13.0,3.0,1.0,2.0,766.0,127.0,1965.0,-37.6988,144.9372,Northern Metropolitan
Glenroy,8 Rowan St,3,h,,3/12/2016,13.0,3.0,2.0,2.0,610.0,100.0,1960.0,-37.6984,144.9176,Northern Metropolitan
Glenroy,2 Roy St,4,h,550000.0,4/03/2017,13.0,4.0,2.0,1.0,683.0,138.0,2017.0,-37.6964,144.9314,Northern Metropolitan
Glenroy,42 Sadie St,3,h,822000.0,4/03/2017,13.0,3.0,1.0,4.0,700.0,105.0,1950.0,-37.6988,144.9438,Northern Metropolitan
Glenroy,29 Salisbury St,3,h,,4/03/2017,13.0,3.0,1.0,0.0,680.0,122.0,1960.0,-37.7002,144.9193,Northern Metropolitan
Glenroy,15 Stanley St,3,h,980000.0,4/03/2017,13.0,3.0,2.0,3.0,1029.0,136.0,1950.0,-37.7115,144.9147,Northern Metropolitan
Glenroy,3/27 Harold St,2,u,430000.0,6/08/2016,13.0,2.0,1.0,1.0,164.0,100.0,2010.0,-37.7072,144.9252,Northern Metropolitan
Glenroy,1c Barwon St,2,h,540000.0,7/05/2016,13.0,2.0,1.0,1.0,164.0,114.0,2010.0,-37.7082,144.9178,Northern Metropolitan
Glenroy,1 Gordon Ct,3,h,737000.0,8/10/2016,13.0,3.0,1.0,4.0,640.0,97.0,1950.0,-37.6986,144.9243,Northern Metropolitan
Glenroy,3/28 Stanley St,3,t,545000.0,10/09/2016,13.0,3.0,2.0,1.0,136.0,130.0,2014.0,-37.7112,144.9142,Northern Metropolitan
Glenroy,30 Bourchier St,3,h,670000.0,10/12/2016,13.0,3.0,1.0,4.0,734.0,140.0,1960.0,-37.7007,144.9378,Northern Metropolitan
Glenroy,6 Dromana St,4,h,702000.0,10/12/2016,13.0,4.0,1.0,4.0,606.0,124.0,1956.0,-37.7104,144.9088,Northern Metropolitan
Glenroy,137 Glenroy Rd,2,h,730000.0,10/12/2016,13.0,2.0,1.0,1.0,705.0,115.0,1950.0,-37.706,144.9245,Northern Metropolitan
Glenroy,24 Trevannion St,3,h,711500.0,10/12/2016,13.0,3.0,1.0,3.0,667.0,81.0,1950.0,-37.7005,144.9185,Northern Metropolitan
Glenroy,45 Cosmos St,5,h,810000.0,11/03/2017,13.0,5.0,4.0,4.0,695.0,176.0,1950.0,-37.7028,144.9377,Northern Metropolitan
Glenroy,9/11 Currajong St,2,u,250000.0,12/11/2016,13.0,2.0,1.0,1.0,0.0,61.0,1970.0,-37.711,144.9178,Northern Metropolitan
Glenroy,1/1 Danae St,3,t,460000.0,12/11/2016,13.0,3.0,1.0,1.0,325.0,106.0,1970.0,-37.7001,144.9291,Northern Metropolitan
Glenroy,24 Sadie St,3,h,793000.0,12/11/2016,13.0,3.0,1.0,2.0,780.0,120.0,1960.0,-37.7,144.9427,Northern Metropolitan
Glenroy,7/89 Station Rd,2,u,340000.0,12/11/2016,13.0,2.0,1.0,1.0,0.0,74.0,1970.0,-37.7071,144.9176,Northern Metropolitan
Glenroy,149 Augustine Tce,3,h,447500.0,15/10/2016,13.0,3.0,1.0,1.0,320.0,130.0,2000.0,-37.6949,144.9122,Northern Metropolitan
Glenroy,45 Fran St,3,h,588000.0,15/10/2016,13.0,3.0,1.0,1.0,616.0,125.0,1960.0,-37.7029,144.9053,Northern Metropolitan
Glenroy,69 Hartington St,3,h,,15/10/2016,13.0,3.0,1.0,2.0,309.0,100.0,1950.0,-37.6963,144.9164,Northern Metropolitan
Glenroy,2/148 Hilton St,3,t,,15/10/2016,13.0,3.0,2.0,2.0,224.0,158.0,2013.0,-37.7004,144.9288,Northern Metropolitan
Glenroy,1/25 Morell St,3,h,420000.0,15/10/2016,13.0,3.0,1.0,2.0,0.0,96.0,1960.0,-37.7025,144.9504,Northern Metropolitan
Glenroy,2/22 Sadie St,2,u,410000.0,15/10/2016,13.0,2.0,1.0,2.0,200.0,81.0,2000.0,-37.7002,144.9428,Northern Metropolitan
Glenroy,40 View St,3,h,525000.0,16/04/2016,13.0,3.0,1.0,1.0,665.0,85.0,1950.0,-37.6966,144.9331,Northern Metropolitan
Glenroy,10 Anselm Gr,3,h,703000.0,17/09/2016,13.0,3.0,1.0,4.0,704.0,102.0,1960.0,-37.7021,144.9136,Northern Metropolitan
Glenroy,1/112 Cardinal Rd,4,t,608000.0,17/09/2016,13.0,3.0,2.0,1.0,252.0,150.0,2014.0,-37.7006,144.9299,Northern Metropolitan
Glenroy,2/36 Prospect St,4,t,607000.0,18/03/2017,13.0,4.0,3.0,2.0,0.0,131.0,2014.0,-37.7102,144.9112,Northern Metropolitan
Glenroy,139 John St,3,h,765500.0,18/06/2016,13.0,3.0,2.0,2.0,780.0,180.0,1970.0,-37.6955,144.9389,Northern Metropolitan
Glenroy,54 John St,4,h,,18/06/2016,13.0,4.0,2.0,5.0,1081.0,164.0,1970.0,-37.6984,144.9457,Northern Metropolitan
Glenroy,40 Moonee Bvd,3,h,,18/06/2016,13.0,3.0,1.0,2.0,586.0,126.0,1980.0,-37.6974,144.907,Northern Metropolitan
Glenroy,6 Morley St,4,h,,18/06/2016,13.0,2.0,2.0,2.0,696.0,269.0,1970.0,-37.7013,144.9372,Northern Metropolitan
Glenroy,2/709 Pascoe Vale Rd,3,u,470000.0,18/06/2016,13.0,3.0,1.0,2.0,187.0,99.0,2014.0,-37.7098,144.9163,Northern Metropolitan
Glenroy,48 Everard St,3,h,580000.0,19/11/2016,13.0,3.0,1.0,2.0,650.0,142.0,1960.0,-37.7002,144.9408,Northern Metropolitan
Glenroy,1/38 Stanley St,2,u,620250.0,19/11/2016,13.0,2.0,1.0,2.0,253.0,91.0,2012.0,-37.7117,144.9135,Northern Metropolitan
Glenroy,128 Widford St,3,h,710000.0,19/11/2016,13.0,3.0,1.0,1.0,796.0,104.0,1960.0,-37.6955,144.9253,Northern Metropolitan
Glenroy,54 Cromwell St,4,h,630000.0,22/05/2016,13.0,3.0,1.0,2.0,630.0,130.0,1960.0,-37.7002,144.9232,Northern Metropolitan
Glenroy,106 Outlook Dr,3,h,600000.0,22/05/2016,13.0,3.0,1.0,4.0,541.0,139.0,1968.0,-37.7051,144.9069,Northern Metropolitan
Glenroy,1/7 Harold St,3,t,550000.0,22/08/2016,13.0,3.0,2.0,2.0,212.0,129.0,2010.0,-37.7073,144.9277,Northern Metropolitan
Glenroy,46 Moonee Bvd,4,h,600000.0,23/04/2016,13.0,4.0,1.0,2.0,586.0,159.0,1968.0,-37.6975,144.9065,Northern Metropolitan
Glenroy,47 Cardinal Rd,4,h,1217500.0,24/09/2016,13.0,4.0,3.0,2.0,693.0,192.0,2014.0,-37.7111,144.9275,Northern Metropolitan
Glenroy,135 Hilton St,3,h,600000.0,24/09/2016,13.0,3.0,1.0,2.0,599.0,150.0,1960.0,-37.7009,144.9291,Northern Metropolitan
Glenroy,29 Moonee Bvd,3,h,570000.0,24/09/2016,13.0,3.0,2.0,2.0,585.0,146.0,1975.0,-37.6977,144.9071,Northern Metropolitan
Glenroy,65 Farview St,3,h,762700.0,25/02/2017,13.0,3.0,1.0,4.0,597.0,100.0,1960.0,-37.7097,144.9351,Northern Metropolitan
Glenroy,3/27 Gladstone Pde,2,u,465000.0,25/02/2017,13.0,2.0,1.0,1.0,176.0,89.0,2012.0,-37.7081,144.912,Northern Metropolitan
Glenroy,52 Glenroy Rd,2,h,741250.0,25/02/2017,13.0,2.0,1.0,1.0,668.0,88.0,1955.0,-37.7067,144.9331,Northern Metropolitan
Glenroy,40 Augustine Tce,3,h,,26/07/2016,13.0,3.0,1.0,1.0,707.0,116.0,2017.0,-37.6987,144.9104,Northern Metropolitan
Glenroy,107 Glenroy Rd,4,h,1000000.0,27/11/2016,13.0,4.0,2.0,8.0,977.0,304.0,1935.0,-37.7063,144.9273,Northern Metropolitan
Glenroy,165 Hilton St,4,h,630000.0,27/11/2016,13.0,4.0,2.0,2.0,602.0,180.0,1950.0,-37.7005,144.9258,Northern Metropolitan
Glenroy,72 Pecham St,3,h,670000.0,27/11/2016,13.0,3.0,1.0,3.0,705.0,135.0,1950.0,-37.6967,144.9116,Northern Metropolitan
Glenroy,3/48 William St,2,h,417000.0,27/11/2016,13.0,2.0,1.0,1.0,172.0,77.0,2013.0,-37.7074,144.9086,Northern Metropolitan
Glenroy,1/26 York St,3,t,600000.0,27/11/2016,13.0,3.0,1.0,2.0,258.0,143.0,2001.0,-37.7047,144.9087,Northern Metropolitan
Glenroy,3/132 Widford St,3,t,440000.0,28/05/2016,13.0,3.0,2.0,1.0,215.0,121.0,2010.0,-37.6952,144.9256,Northern Metropolitan
Glenroy,23 Cromwell St,3,h,660000.0,28/08/2016,13.0,3.0,1.0,2.0,657.0,116.0,1950.0,-37.7019,144.9225,Northern Metropolitan
Glenroy,2/4 Ash Ct,2,h,270000.0,30/07/2016,13.0,2.0,1.0,1.0,155.0,155.0,2000.0,-37.6972,144.9239,Northern Metropolitan
Glenroy,44 Morley St,4,h,825000.0,30/07/2016,13.0,4.0,2.0,4.0,768.0,194.0,1970.0,-37.6979,144.9377,Northern Metropolitan
Glenroy,33 View St,4,h,638000.0,30/07/2016,13.0,4.0,2.0,1.0,624.0,258.0,2005.0,-37.6969,144.9334,Northern Metropolitan
Gowanbrae,1 Gowanbrae Dr,3,h,631000.0,3/09/2016,13.6,3.0,2.0,2.0,608.0,138.0,2001.0,-37.709,144.8925,Western Metropolitan
Gowanbrae,31 Seggan Cir,3,t,532000.0,3/09/2016,13.6,3.0,2.0,1.0,149.0,19.0,2005.0,-37.7068,144.8963,Western Metropolitan
Gowanbrae,41 Balerno Cir,3,h,504000.0,6/08/2016,13.6,3.0,2.0,1.0,215.0,139.0,2004.0,-37.709,144.8964,Western Metropolitan
Gowanbrae,9 Balderrie Ct,4,h,,7/05/2016,13.6,4.0,2.0,2.0,346.0,301.0,2010.0,-37.7047,144.8974,Western Metropolitan
Gowanbrae,39 Balerno Cir,3,t,468000.0,7/05/2016,13.6,3.0,2.0,2.0,178.0,138.0,2000.0,-37.7087,144.8962,Western Metropolitan
Gowanbrae,2 Mirrim Pl,4,h,802500.0,12/11/2016,13.6,4.0,2.0,2.0,0.0,264.0,2005.0,-37.705,144.9004,Western Metropolitan
Gowanbrae,8 Perth Ct,4,h,709000.0,14/05/2016,13.6,4.0,2.0,2.0,453.0,213.0,2007.0,-37.7016,144.8974,Western Metropolitan
Gowanbrae,42 Seggan Cir,3,h,485000.0,16/04/2016,13.6,3.0,2.0,1.0,175.0,134.0,2004.0,-37.7076,144.8961,Western Metropolitan
Gowanbrae,6 Birk Ct,3,h,540000.0,19/11/2016,13.6,3.0,2.0,1.0,367.0,141.0,2008.0,-37.704,144.8989,Western Metropolitan
Gowanbrae,24 Balerno Cir,3,h,390000.0,23/04/2016,13.6,3.0,2.0,1.0,158.0,136.0,2005.0,-37.7091,144.8958,Western Metropolitan
Gowanbrae,18 Primula Bvd,4,h,800000.0,26/07/2016,13.6,4.0,2.0,2.0,719.0,251.0,2000.0,-37.7062,144.8978,Western Metropolitan
Gowanbrae,8 Perth Ct,4,h,740000.0,27/06/2016,13.6,4.0,2.0,2.0,453.0,213.0,2007.0,-37.7016,144.8974,Western Metropolitan
Hadfield,20 Bedford St,3,h,605000.0,3/09/2016,12.1,3.0,1.0,2.0,597.0,116.0,1960.0,-37.711,144.9478,Northern Metropolitan
Hadfield,29 Sutherland St,3,h,685500.0,3/09/2016,12.1,3.0,1.0,2.0,724.0,103.0,1970.0,-37.7076,144.9481,Northern Metropolitan
Hadfield,2 Knole St,2,h,610000.0,3/12/2016,12.1,2.0,1.0,1.0,394.0,98.0,1950.0,-37.7153,144.9507,Northern Metropolitan
Hadfield,8 Sherwood St,3,h,630000.0,3/12/2016,12.1,3.0,1.0,1.0,604.0,112.0,1970.0,-37.7124,144.9514,Northern Metropolitan
Hadfield,4 Surrey St,4,h,870000.0,3/12/2016,12.1,4.0,3.0,5.0,591.0,268.0,2010.0,-37.7127,144.9489,Northern Metropolitan
Hadfield,26 South St,3,h,810000.0,4/03/2017,12.1,3.0,2.0,2.0,592.0,129.0,1950.0,-37.7149,144.9473,Northern Metropolitan
Hadfield,2/3 Surrey St,2,u,487000.0,10/09/2016,12.1,2.0,1.0,2.0,198.0,96.0,2010.0,-37.7132,144.9488,Northern Metropolitan
Hadfield,115 West St,4,h,700000.0,10/09/2016,12.1,2.0,2.0,2.0,700.0,168.0,1950.0,-37.7056,144.9384,Northern Metropolitan
Hadfield,148 West St,4,h,600500.0,10/09/2016,12.1,4.0,2.0,1.0,462.0,161.0,1970.0,-37.7062,144.9387,Northern Metropolitan
Hadfield,86 Hilton St,4,h,,10/12/2016,12.1,4.0,2.0,2.0,553.0,159.0,1970.0,-37.7021,144.9411,Northern Metropolitan
Hadfield,27 Middle St,3,h,730000.0,10/12/2016,12.1,3.0,1.0,2.0,570.0,134.0,1970.0,-37.7106,144.9491,Northern Metropolitan
Hadfield,75 West St,3,h,800000.0,10/12/2016,12.1,3.0,2.0,2.0,565.0,116.0,1960.0,-37.7094,144.9377,Northern Metropolitan
Hadfield,24 South St,3,t,750000.0,12/06/2016,12.1,3.0,2.0,2.0,301.0,251.0,2011.0,-37.715,144.9475,Northern Metropolitan
Hadfield,40 Angus St,3,h,740000.0,12/11/2016,12.1,3.0,1.0,1.0,568.0,115.0,1960.0,-37.7077,144.9438,Northern Metropolitan
Hadfield,3 Edgar St,3,h,,12/11/2016,12.1,3.0,1.0,4.0,738.0,95.0,1950.0,-37.7082,144.9468,Northern Metropolitan
Hadfield,9 South St,3,h,646000.0,12/11/2016,12.1,3.0,1.0,2.0,574.0,106.0,1970.0,-37.7157,144.9507,Northern Metropolitan
Hadfield,1/32 Sutherland St,3,h,545000.0,12/11/2016,12.1,3.0,2.0,3.0,230.0,113.0,2000.0,-37.7073,144.9486,Northern Metropolitan
Hadfield,1 Barunah St,4,h,777000.0,13/08/2016,12.1,3.0,1.0,2.0,700.0,176.0,1960.0,-37.704,144.9399,Northern Metropolitan
Hadfield,101 Middle St,2,h,722000.0,13/08/2016,12.1,3.0,3.0,1.0,580.0,103.0,1950.0,-37.7098,144.9424,Northern Metropolitan
Hadfield,23 Surrey St,2,h,545000.0,14/05/2016,12.1,2.0,1.0,3.0,591.0,102.0,1960.0,-37.7128,144.9471,Northern Metropolitan
Hadfield,1/22 Volga St,3,t,510000.0,16/04/2016,12.1,3.0,2.0,2.0,234.0,115.0,2012.0,-37.707,144.9411,Northern Metropolitan
Hadfield,24 Talbot St,3,h,631500.0,18/06/2016,12.1,4.0,1.0,3.0,593.0,95.0,1965.0,-37.7133,144.947,Northern Metropolitan
Hadfield,19 Barbara St,3,h,550000.0,22/05/2016,12.1,3.0,1.0,3.0,610.0,142.0,1960.0,-37.7107,144.9419,Northern Metropolitan
Hadfield,6 Hyde St,3,h,,24/09/2016,12.1,3.0,1.0,2.0,597.0,132.0,1970.0,-37.7051,144.9491,Northern Metropolitan
Hadfield,92 West St,2,h,715888.0,25/02/2017,12.1,2.0,1.0,1.0,613.0,92.0,1960.0,-37.7099,144.938,Northern Metropolitan
Hadfield,2/22 Volga St,2,t,468000.0,26/07/2016,12.1,2.0,1.0,1.0,137.0,110.0,2012.0,-37.707,144.9413,Northern Metropolitan
Hadfield,6 Mikado St,3,h,,27/06/2016,12.1,3.0,1.0,2.0,696.0,147.0,1950.0,-37.7054,144.9402,Northern Metropolitan
Hadfield,25 East St,2,h,515000.0,27/11/2016,12.1,2.0,1.0,2.0,345.0,79.0,1990.0,-37.7128,144.9496,Northern Metropolitan
Hampton,1/30 Grenville St,2,u,895000.0,3/09/2016,13.7,2.0,1.0,1.0,228.0,87.0,1975.0,-37.9355,145.0008,Southern Metropolitan
Hampton,6/334 Hampton St,2,u,587000.0,3/09/2016,13.7,2.0,1.0,1.0,0.0,74.0,1975.0,-37.9419,145.0019,Southern Metropolitan
Hampton,38 Myrtle Rd,4,h,2800000.0,3/09/2016,13.7,3.0,3.0,2.0,701.0,320.0,2015.0,-37.9419,145.0152,Southern Metropolitan
Hampton,36 Thomas St,4,h,3250000.0,3/09/2016,13.7,4.0,3.0,2.0,928.0,300.0,1904.0,-37.9389,145.0062,Southern Metropolitan
Hampton,6 Earlsfield Rd,4,h,2140000.0,3/12/2016,13.7,4.0,2.0,3.0,688.0,187.0,1925.0,-37.9319,145.0173,Southern Metropolitan
Hampton,3 Kendall St,4,h,1600000.0,3/12/2016,13.7,4.0,2.0,2.0,607.0,242.0,2011.0,-37.9324,145.0235,Southern Metropolitan
Hampton,7 Olive St,3,h,,3/12/2016,13.7,3.0,3.0,2.0,360.0,228.0,2003.0,-37.9323,145.0203,Southern Metropolitan
Hampton,24A Smith St,3,h,1003500.0,3/12/2016,13.7,3.0,1.0,2.0,289.0,109.0,1998.0,-37.9338,145.0226,Southern Metropolitan
Hampton,8/121 Thomas St,2,u,802000.0,3/12/2016,13.7,2.0,1.0,1.0,0.0,85.0,1965.0,-37.939,145.0137,Southern Metropolitan
Hampton,8 Bronte Ct,3,h,1560000.0,4/03/2017,13.7,3.0,1.0,3.0,593.0,125.0,1955.0,-37.9399,145.0204,Southern Metropolitan
Hampton,71b Teddington Rd,3,h,,4/06/2016,13.7,3.0,2.0,1.0,440.0,133.0,1995.0,-37.9363,145.0223,Southern Metropolitan
Hampton,3/46 Fewster Rd,2,u,760000.0,6/08/2016,13.7,2.0,1.0,1.0,90.0,86.0,1985.0,-37.9389,145.0186,Southern Metropolitan
Hampton,5/440 Hampton St,2,u,616000.0,6/08/2016,13.7,2.0,1.0,1.0,0.0,104.0,2005.0,-37.9373,145.0027,Southern Metropolitan
Hampton,131 Linacre Rd,4,h,1680000.0,6/08/2016,13.7,4.0,1.0,1.0,723.0,90.0,1955.0,-37.9437,145.0175,Southern Metropolitan
Hampton,154 Ludstone St,5,h,,6/08/2016,13.7,5.0,3.0,1.0,762.0,265.0,1940.0,-37.9352,145.0195,Southern Metropolitan
Hampton,66a Thomas St,3,h,1120000.0,7/05/2016,13.7,4.0,2.0,3.0,373.0,113.0,1984.0,-37.9395,145.0088,Southern Metropolitan
Hampton,12 Grout St,5,h,,7/11/2016,13.7,5.0,2.0,2.0,625.0,217.0,1920.0,-37.9347,145.0089,Southern Metropolitan
Hampton,4 Bendigo St,4,h,3200000.0,10/09/2016,13.7,4.0,3.0,3.0,760.0,325.0,1920.0,-37.9326,144.9997,Southern Metropolitan
Hampton,43 Fewster Rd,4,h,1250000.0,10/09/2016,13.7,4.0,3.0,2.0,398.0,220.0,2014.0,-37.9381,145.0161,Southern Metropolitan
Hampton,54 Linacre Rd,4,h,2000000.0,10/09/2016,13.7,4.0,3.0,4.0,615.0,248.0,1925.0,-37.9429,145.0072,Southern Metropolitan
Hampton,42 Myrtle Rd,5,h,1805000.0,10/09/2016,13.7,4.0,2.0,2.0,700.0,224.0,1950.0,-37.9419,145.0156,Southern Metropolitan
Hampton,1/1 Deakin St S,3,t,,10/12/2016,13.7,4.0,3.0,2.0,0.0,255.0,1997.0,-37.9416,145.0042,Southern Metropolitan
Hampton,199 Ludstone St,2,h,,11/02/2017,13.7,2.0,1.0,1.0,240.0,94.0,2001.0,-37.9353,145.0238,Southern Metropolitan
Hampton,310 Hampton St,4,h,2600000.0,12/06/2016,13.7,3.0,1.0,2.0,1504.0,162.0,1900.0,-37.944,145.0015,Southern Metropolitan
Hampton,9 Foam St,4,h,,12/11/2016,13.7,4.0,2.0,2.0,393.0,280.0,2010.0,-37.9377,145.0064,Southern Metropolitan
Hampton,65 Linacre Rd,5,h,3470000.0,12/11/2016,13.7,5.0,3.0,4.0,670.0,413.0,2008.0,-37.9427,145.0085,Southern Metropolitan
Hampton,7 Austin Rd,3,h,1050000.0,15/10/2016,13.7,3.0,2.0,2.0,357.0,120.0,1970.0,-37.9449,145.0144,Southern Metropolitan
Hampton,3/1 Edinburgh St,3,u,810000.0,15/10/2016,13.7,3.0,1.0,1.0,195.0,115.0,1960.0,-37.9396,145.0156,Southern Metropolitan
Hampton,10/45 Grenville St,2,u,,15/10/2016,13.7,2.0,2.0,2.0,0.0,78.0,2006.0,-37.9354,145.0022,Southern Metropolitan
Hampton,1/33 Holyrood St,3,h,1460000.0,15/10/2016,13.7,3.0,2.0,2.0,413.0,137.0,1970.0,-37.933,144.9975,Southern Metropolitan
Hampton,5/52 Fewster Rd,2,h,,16/04/2016,13.7,2.0,1.0,2.0,141.0,75.0,1960.0,-37.939,145.0191,Southern Metropolitan
Hampton,29 Thomas St,5,h,3075000.0,17/09/2016,13.7,3.0,2.0,2.0,830.0,204.0,1901.0,-37.9386,145.006,Southern Metropolitan
Hampton,4/308 Hampton St,2,u,875500.0,18/03/2017,13.7,2.0,2.0,1.0,225.0,118.0,1970.0,-37.9442,145.0018,Southern Metropolitan
Hampton,16 Smith St,5,h,2600000.0,18/03/2017,13.7,5.0,4.0,2.0,1000.0,324.0,1950.0,-37.9332,145.0226,Southern Metropolitan
Hampton,70 Highett Rd,5,h,1705000.0,18/06/2016,13.7,5.0,2.0,2.0,648.0,364.0,1950.0,-37.946,145.0181,Southern Metropolitan
Hampton,6 Valerian St,4,h,1515000.0,19/11/2016,13.7,4.0,2.0,0.0,611.0,613.0,1950.0,-37.9446,145.0201,Southern Metropolitan
Hampton,107 Willis St,5,h,2980000.0,19/11/2016,13.7,5.0,3.0,2.0,694.0,323.0,2011.0,-37.9372,145.0101,Southern Metropolitan
Hampton,31 Avondale St,4,h,,22/05/2016,13.7,3.0,2.0,2.0,718.0,223.0,1930.0,-37.9321,145.0021,Southern Metropolitan
Hampton,3 Hudson St,3,h,,22/08/2016,13.7,3.0,2.0,2.0,602.0,188.0,1940.0,-37.9382,145.0108,Southern Metropolitan
Hampton,50 Holyrood St,4,h,2200000.0,23/04/2016,13.7,4.0,3.0,4.0,583.0,305.0,2000.0,-37.9336,144.9999,Southern Metropolitan
Hampton,6/45 Grenville St,2,t,,24/09/2016,13.7,2.0,2.0,2.0,0.0,98.0,2006.0,-37.9354,145.0022,Southern Metropolitan
Hampton,2/95 Thomas St,3,t,1100000.0,24/09/2016,13.7,3.0,2.0,1.0,355.0,140.0,1987.0,-37.9391,145.012,Southern Metropolitan
Hampton,29 Barnett St,4,t,,25/02/2017,13.7,4.0,3.0,2.0,429.0,240.0,2005.0,-37.934,145.0188,Southern Metropolitan
Hampton,53 Bridge St,4,h,3325000.0,25/02/2017,13.7,4.0,3.0,2.0,627.0,303.0,1997.0,-37.9449,145.0068,Southern Metropolitan
Hampton,17/93 Highett Rd,2,u,450000.0,25/02/2017,13.7,2.0,2.0,1.0,0.0,70.0,2007.0,-37.9462,145.0212,Southern Metropolitan
Hampton,3/8 Alicia St,2,u,500000.0,27/06/2016,13.7,2.0,1.0,1.0,0.0,61.0,1970.0,-37.9436,145.0027,Southern Metropolitan
Hampton,64 Earlsfield Rd,4,h,1460000.0,27/06/2016,13.7,4.0,3.0,2.0,562.0,228.0,1950.0,-37.9369,145.0163,Southern Metropolitan
Hampton,28 Holyrood St,5,h,,27/11/2016,13.7,5.0,2.0,2.0,548.0,316.0,1910.0,-37.9333,144.9975,Southern Metropolitan
Hampton,49 Service St,4,h,1740000.0,27/11/2016,13.7,4.0,3.0,2.0,414.0,209.0,1950.0,-37.9401,145.0083,Southern Metropolitan
Hampton,15 Avelin St,4,h,1800000.0,28/05/2016,13.7,4.0,2.0,1.0,667.0,184.0,1935.0,-37.9315,145.0109,Southern Metropolitan
Hampton,41 Orlando St,4,h,2160000.0,28/05/2016,13.7,4.0,2.0,1.0,577.0,231.0,1940.0,-37.9382,144.9997,Southern Metropolitan
Hampton,2/121 Thomas St,2,u,,28/05/2016,13.7,2.0,1.0,1.0,0.0,87.0,1970.0,-37.9394,145.0135,Southern Metropolitan
Hampton,52 Service St,4,h,2250000.0,28/08/2016,13.7,5.0,2.0,2.0,647.0,260.0,1925.0,-37.9407,145.0104,Southern Metropolitan
Hampton,18 Kanowna St,4,h,2130000.0,30/07/2016,13.7,4.0,2.0,2.0,714.0,188.0,1925.0,-37.9446,145.0092,Southern Metropolitan
