Suburb,Address,Rooms,Price,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Heidelberg West,73 Pacific Dr,3,560000.0,William,3/12/2016,9.4,3.0,1.0,1.0,523.0,87.0,1960.0,Banyule City Council,-37.7369,145.0376,Eastern Metropolitan
Heidelberg West,59 Alamein Rd,3,532000.0,Miles,7/11/2016,9.4,3.0,1.0,1.0,390.0,86.0,1955.0,Banyule City Council,-37.7369,145.0422,Eastern Metropolitan
Heidelberg West,35 Carbeena Pde,2,515500.0,Barry,12/11/2016,9.4,2.0,1.0,1.0,331.0,111.0,1960.0,Banyule City Council,-37.7441,145.0379,Eastern Metropolitan
Heidelberg West,186 Oriel Rd,3,800000.0,Haughton,12/11/2016,9.4,3.0,1.0,3.0,633.0,88.0,1950.0,Banyule City Council,-37.746,145.0422,Eastern Metropolitan
Heidelberg West,23 Catalina St,2,620000.0,Ray,16/04/2016,9.4,2.0,1.0,2.0,668.0,88.0,1950.0,Banyule City Council,-37.7389,145.0393,Eastern Metropolitan
Heidelberg West,163 Dougharty Rd,2,440500.0,hockingstuart,16/07/2016,9.4,2.0,1.0,1.0,368.0,81.0,1955.0,Banyule City Council,-37.7341,145.0434,Eastern Metropolitan
Heidelberg West,29 Morotai Pde,4,758000.0,Miles,17/09/2016,9.4,4.0,1.0,1.0,632.0,152.0,1955.0,Banyule City Council,-37.7466,145.0428,Eastern Metropolitan
Heidelberg West,523 Waterdale Rd,3,480000.0,Ray,18/06/2016,9.4,3.0,1.0,1.0,338.0,13.0,1980.0,Banyule City Council,-37.739000000000004,145.0481,Eastern Metropolitan
Heidelberg West,5 Barce Pl,4,715000.0,Barry,19/11/2016,9.4,4.0,2.0,2.0,521.0,196.0,1990.0,Banyule City Council,-37.738,145.0374,Eastern Metropolitan
Heidelberg West,5 Mulberry Pde,3,646250.0,Ray,22/05/2016,9.4,3.0,1.0,2.0,616.0,18.0,1965.0,Banyule City Council,-37.747,145.0389,Eastern Metropolitan
Heidelberg West,16 Achilles St,3,1375000.0,Ray,23/04/2016,9.4,3.0,1.0,1.0,368.0,106.0,1960.0,Banyule City Council,-37.7344,145.04399999999998,Eastern Metropolitan
Heidelberg West,111 Ramu Pde,3,722000.0,Miles,25/02/2017,9.4,3.0,1.0,2.0,593.0,99.0,1950.0,Banyule City Council,-37.7386,145.0387,Eastern Metropolitan
Heidelberg West,22 Kokoda St,2,725000.0,Haughton,27/11/2016,9.4,2.0,1.0,3.0,632.0,77.0,1960.0,Banyule City Council,-37.7443,145.0462,Eastern Metropolitan
Heidelberg West,262 Liberty Pde,3,465000.0,Ray,28/08/2016,9.4,2.0,1.0,1.0,413.0,85.0,1960.0,Banyule City Council,-37.7399,145.0369,Eastern Metropolitan
Hughesdale,18 Paget St,2,1550000.0,Woodards,3/09/2016,13.0,2.0,1.0,1.0,732.0,97.0,1950.0,Monash City Council,-37.8931,145.0791,Southern Metropolitan
Hughesdale,20 Dalston Rd,3,1340000.0,Ray,3/12/2016,13.0,3.0,1.0,1.0,705.0,128.0,1920.0,Monash City Council,-37.8994,145.0816,Southern Metropolitan
Hughesdale,30 Kinrade St,3,1316000.0,Ray,6/08/2016,13.0,2.0,1.0,2.0,715.0,126.0,1949.0,Monash City Council,-37.9072,145.0762,Southern Metropolitan
Hughesdale,19 Canterbury St,3,1055000.0,Woodards,8/10/2016,13.0,3.0,1.0,1.0,562.0,97.0,1930.0,Monash City Council,-37.9022,145.0811,Southern Metropolitan
Hughesdale,3 Paget St,4,2120000.0,Woodards,10/09/2016,13.0,4.0,2.0,2.0,847.0,315.0,1925.0,Monash City Council,-37.8927,145.0781,Southern Metropolitan
Hughesdale,8 Bowmore St,4,1745000.0,Woodards,10/12/2016,13.0,4.0,2.0,1.0,547.0,185.0,1925.0,Monash City Council,-37.9002,145.0768,Southern Metropolitan
Hughesdale,14 Bowmore St,4,1700000.0,Ray,12/11/2016,13.0,4.0,2.0,2.0,545.0,180.0,1940.0,Monash City Council,-37.9002,145.0773,Southern Metropolitan
Hughesdale,22 Skipton Rd,4,1337000.0,Ray,15/10/2016,13.0,4.0,1.0,2.0,696.0,100.0,1930.0,Monash City Council,-37.8991,145.0804,Southern Metropolitan
Hughesdale,37 Darling St,3,1210000.0,Ray,22/08/2016,13.0,3.0,1.0,2.0,730.0,122.0,1940.0,Monash City Council,-37.9034,145.0796,Southern Metropolitan
Hughesdale,3 Dalston Rd,4,1167500.0,Buxton,26/07/2016,13.0,3.0,2.0,1.0,678.0,184.0,1950.0,Monash City Council,-37.898,145.0815,Southern Metropolitan
Hughesdale,1051 North Rd,2,677500.0,hockingstuart,30/07/2016,13.0,2.0,1.0,4.0,575.0,83.0,1950.0,Monash City Council,-37.9084,145.0775,Southern Metropolitan
Ivanhoe,20 Green St,4,2265000.0,Miles,4/03/2017,7.9,4.0,2.0,2.0,925.0,208.0,1925.0,Banyule City Council,-37.7652,145.041,Eastern Metropolitan
Ivanhoe,9 Cook St,3,981000.0,Nelson,4/06/2016,7.9,5.0,3.0,2.0,626.0,378.0,2016.0,Banyule City Council,-37.76,145.0326,Eastern Metropolitan
Ivanhoe,20 Locksley Rd,4,2400000.0,Jellis,4/06/2016,7.9,0.0,2.0,2.0,1252.0,201.0,1920.0,Banyule City Council,-37.7727,145.0484,Eastern Metropolitan
Ivanhoe,1/34 Edwin St,3,785000.0,Miles,7/11/2016,7.9,3.0,2.0,0.0,399.0,110.0,1950.0,Banyule City Council,-37.7551,145.05,Eastern Metropolitan
Ivanhoe,950 Heidelberg Rd,3,1155000.0,Nelson,7/11/2016,7.9,3.0,1.0,2.0,537.0,170.0,1945.0,Banyule City Council,-37.7773,145.0379,Eastern Metropolitan
Ivanhoe,24 Dalveen Rd,2,1020000.0,Buckingham,10/09/2016,7.9,2.0,1.0,1.0,557.0,78.0,1955.0,Banyule City Council,-37.7568,145.0355,Eastern Metropolitan
Ivanhoe,5 Stanley St,3,1465000.0,William,10/09/2016,7.9,3.0,1.0,2.0,630.0,126.0,1960.0,Banyule City Council,-37.7635,145.039,Eastern Metropolitan
Ivanhoe,30 Oriel Rd,3,1220000.0,Ray,11/02/2017,7.9,3.0,1.0,1.0,687.0,110.0,1975.0,Banyule City Council,-37.7634,145.0361,Eastern Metropolitan
Ivanhoe,10 Abbotsford Gr,3,1605000.0,Nelson,12/11/2016,7.9,3.0,2.0,2.0,608.0,165.0,1920.0,Banyule City Council,-37.7702,145.0398,Eastern Metropolitan
Ivanhoe,33 Livingstone St,3,1535000.0,Miles,15/10/2016,7.9,3.0,1.0,2.0,691.0,140.0,1950.0,Banyule City Council,-37.7674,145.0392,Eastern Metropolitan
Ivanhoe,19 Myrtle St,4,1470000.0,Miles,15/10/2016,7.9,4.0,2.0,1.0,694.0,217.0,1950.0,Banyule City Council,-37.7565,145.0506,Eastern Metropolitan
Ivanhoe,171 Waterdale Rd,3,1486000.0,Nelson,15/10/2016,7.9,3.0,1.0,2.0,645.0,158.0,1930.0,Banyule City Council,-37.7634,145.0439,Eastern Metropolitan
Ivanhoe,44 Beatty St,5,1730000.0,Nelson,17/09/2016,7.9,4.0,2.0,2.0,689.0,292.0,2007.0,Banyule City Council,-37.7591,145.04,Eastern Metropolitan
Ivanhoe,32 Ailsa Gr,3,1850000.0,Miles,18/03/2017,7.9,3.0,2.0,2.0,684.0,232.0,2000.0,Banyule City Council,-37.7659,145.0392,Eastern Metropolitan
Ivanhoe,6 Fairy St,5,2600000.0,Miles,18/06/2016,7.9,5.0,3.0,1.0,1006.0,411.0,1920.0,Banyule City Council,-37.7765,145.0427,Eastern Metropolitan
Ivanhoe,113 Green St,3,1102000.0,Nelson,22/05/2016,7.9,3.0,1.0,1.0,597.0,115.0,1950.0,Banyule City Council,-37.7645,145.0314,Eastern Metropolitan
Ivanhoe,13 Jellicoe St,3,1275000.0,Nelson,22/05/2016,7.9,3.0,2.0,2.0,834.0,169.0,1950.0,Banyule City Council,-37.7587,145.0426,Eastern Metropolitan
Ivanhoe,15 Kwinana Ct,3,1223500.0,Nelson,22/08/2016,7.9,3.0,2.0,2.0,721.0,136.0,1980.0,Banyule City Council,-37.758,145.0408,Eastern Metropolitan
Ivanhoe,3 Scotts Pde,4,1720000.0,Barry,22/08/2016,7.9,4.0,2.0,3.0,631.0,233.0,1935.0,Banyule City Council,-37.7771,145.0448,Eastern Metropolitan
Ivanhoe,103 Waterdale Rd,3,1225000.0,Miles,23/04/2016,7.9,3.0,1.0,1.0,572.0,130.0,1930.0,Banyule City Council,-37.7709,145.0425,Eastern Metropolitan
Ivanhoe,79 Marshall St,4,1460000.0,Miles,24/09/2016,7.9,4.0,1.0,2.0,605.0,181.0,1940.0,Banyule City Council,-37.7707,145.0467,Eastern Metropolitan
Ivanhoe,11 Abbotsford Gr,4,2090000.0,Miles,25/02/2017,7.9,4.0,3.0,2.0,608.0,315.0,1980.0,Banyule City Council,-37.7705,145.0396,Eastern Metropolitan
Ivanhoe,4 Waterdale Rd,4,2595000.0,Miles,28/05/2016,7.9,4.0,3.0,3.0,719.0,407.0,2007.0,Banyule City Council,-37.7815,145.0403,Eastern Metropolitan
Kealba,3 Stenson Rd,3,515000.0,Sweeney,10/12/2016,15.0,3.0,1.0,4.0,597.0,114.0,1975.0,Brimbank City Council,-37.7392,144.8241,Western Metropolitan
Kealba,128 Driscolls Rd,3,582000.0,Brad,16/07/2016,15.0,3.0,2.0,4.0,530.0,186.0,1980.0,Brimbank City Council,-37.7375,144.8282,Western Metropolitan
Kealba,6 McGrath Cl,3,545000.0,Brad,16/07/2016,15.0,3.0,2.0,2.0,570.0,163.0,1980.0,Brimbank City Council,-37.7367,144.8246,Western Metropolitan
Kealba,44 Stenson Rd,4,751000.0,McDonald,19/11/2016,15.0,4.0,2.0,2.0,649.0,305.0,2000.0,Brimbank City Council,-37.7382,144.8292,Western Metropolitan
Kealba,26 Calverton Rd,4,500000.0,Brad,22/08/2016,15.0,4.0,1.0,2.0,574.0,100.0,1985.0,Brimbank City Council,-37.7336,144.8226,Western Metropolitan
Kealba,4 Woolstone Cl,4,560000.0,Brad,24/09/2016,15.0,4.0,2.0,2.0,612.0,155.0,1980.0,Brimbank City Council,-37.7378,144.8264,Western Metropolitan
Keilor East,16 Border Dr,3,703000.0,Nelson,3/09/2016,12.8,3.0,2.0,2.0,683.0,200.0,1995.0,Brimbank City Council,-37.7402,144.8591,Western Metropolitan
Keilor East,121 Sterling Dr,3,650000.0,Barry,3/09/2016,12.8,3.0,1.0,1.0,538.0,104.0,1970.0,Brimbank City Council,-37.7441,144.8503,Western Metropolitan
Keilor East,16 Roberts St,4,900000.0,Nelson,3/12/2016,12.8,4.0,2.0,1.0,289.0,125.0,2011.0,Brimbank City Council,-37.7506,144.8689,Western Metropolitan
Keilor East,1 Giuliano Ct,3,700000.0,Nelson,4/03/2017,12.8,3.0,2.0,2.0,288.0,116.0,1999.0,Brimbank City Council,-37.7514,144.8731,Western Metropolitan
Keilor East,15 Viewbank Dr,4,816000.0,Barry,4/03/2017,12.8,4.0,2.0,1.0,540.0,188.0,1978.0,Brimbank City Council,-37.7482,144.877,Western Metropolitan
Keilor East,74 Lincoln Dr,4,845000.0,Brad,4/06/2016,12.8,3.0,1.0,1.0,622.0,126.0,1965.0,Brimbank City Council,-37.7425,144.8683,Western Metropolitan
Keilor East,27 Judith St,3,772000.0,Nelson,7/05/2016,12.8,3.0,2.0,3.0,672.0,132.0,1980.0,Brimbank City Council,-37.7465,144.876,Western Metropolitan
Keilor East,9a The Crossway,3,650000.0,Nelson,7/05/2016,12.8,3.0,2.0,2.0,3977.0,113.0,2013.0,Brimbank City Council,-37.747,144.8663,Western Metropolitan
Keilor East,57 Wonganella Dr,3,757000.0,Nelson,7/11/2016,12.8,3.0,2.0,1.0,532.0,140.0,1960.0,Brimbank City Council,-37.7295,144.8644,Western Metropolitan
Keilor East,86 Prospect Dr,3,690000.0,Harcourts,8/10/2016,12.8,3.0,2.0,2.0,568.0,148.0,1970.0,Brimbank City Council,-37.7469,144.8526,Western Metropolitan
Keilor East,4a Cohen St,3,583000.0,Alexkarbon,10/09/2016,12.8,3.0,1.0,1.0,412.0,133.0,2003.0,Brimbank City Council,-37.7459,144.8643,Western Metropolitan
Keilor East,15 Craig St,3,880000.0,Nelson,10/12/2016,12.8,3.0,1.0,2.0,584.0,123.0,1980.0,Brimbank City Council,-37.7435,144.8798,Western Metropolitan
Keilor East,1 Nicholas Ct,4,920000.0,Brad,10/12/2016,12.8,4.0,2.0,2.0,745.0,182.0,1992.0,Brimbank City Council,-37.7479,144.8805,Western Metropolitan
Keilor East,117 Brees Rd,3,976000.0,Nelson,12/11/2016,12.8,3.0,3.0,2.0,605.0,212.0,1980.0,Brimbank City Council,-37.7459,144.8788,Western Metropolitan
Keilor East,61 Rachelle Rd,4,1420000.0,Barry,12/11/2016,12.8,4.0,2.0,2.0,613.0,250.0,2011.0,Brimbank City Council,-37.7453,144.8721,Western Metropolitan
Keilor East,21 Woorite Pl,3,900000.0,Nelson,12/11/2016,12.8,3.0,1.0,1.0,713.0,127.0,1970.0,Brimbank City Council,-37.7301,144.8671,Western Metropolitan
Keilor East,4 Trent Ct,4,1010000.0,Barry,14/05/2016,12.8,4.0,2.0,2.0,776.0,268.0,1980.0,Brimbank City Council,-37.7502,144.8745,Western Metropolitan
Keilor East,13 Pennington St,4,835000.0,Nelson,16/04/2016,12.8,4.0,2.0,3.0,708.0,184.0,1990.0,Brimbank City Council,-37.7452,144.8652,Western Metropolitan
Keilor East,83 Wyong St,3,785000.0,Barry,18/06/2016,12.8,3.0,1.0,2.0,606.0,141.0,1965.0,Brimbank City Council,-37.7311,144.8663,Western Metropolitan
Keilor East,35 Gungarlan Dr,3,695000.0,Barry,19/11/2016,12.8,3.0,2.0,2.0,716.0,154.0,1970.0,Brimbank City Council,-37.734,144.8593,Western Metropolitan
Keilor East,54 Norwood Dr,4,770000.0,Nelson,22/05/2016,12.8,4.0,2.0,2.0,546.0,174.0,1970.0,Brimbank City Council,-37.7428,144.8536,Western Metropolitan
Keilor East,94 Sterling Dr,3,570000.0,HAR,22/05/2016,12.8,3.0,1.0,2.0,542.0,120.0,1970.0,Brimbank City Council,-37.7408,144.8553,Western Metropolitan
Keilor East,23 Chappell Pl,4,830000.0,Moonee,22/08/2016,12.8,4.0,2.0,2.0,686.0,198.0,1995.0,Brimbank City Council,-37.7394,144.8628,Western Metropolitan
Keilor East,23 Prospect Dr,3,600000.0,Bells,22/08/2016,12.8,3.0,1.0,1.0,565.0,125.0,1970.0,Brimbank City Council,-37.7498,144.8585,Western Metropolitan
Keilor East,20 Keith Gr,3,825000.0,Nelson,23/04/2016,12.8,3.0,2.0,1.0,630.0,126.0,2017.0,Brimbank City Council,-37.7378,144.8705,Western Metropolitan
Keilor East,24 Yallop Ct,4,735000.0,Nelson,24/09/2016,12.8,4.0,2.0,2.0,547.0,184.0,2000.0,Brimbank City Council,-37.7381,144.8554,Western Metropolitan
Keilor East,83 Milleara Rd,3,875000.0,Barry,26/07/2016,12.8,3.0,2.0,2.0,928.0,130.0,1970.0,Brimbank City Council,-37.7362,144.8643,Western Metropolitan
Keilor East,40 Borva Dr,3,601200.0,Nelson,27/06/2016,12.8,4.0,1.0,1.0,554.0,147.0,1960.0,Brimbank City Council,-37.7303,144.8636,Western Metropolitan
Keilor East,60 Wonganella Dr,3,680000.0,Nelson,27/06/2016,12.8,3.0,1.0,2.0,558.0,105.0,1980.0,Brimbank City Council,-37.7305,144.8646,Western Metropolitan
Keilor East,26 Norwood Dr,3,705000.0,Nelson,28/05/2016,12.8,3.0,1.0,2.0,616.0,201.0,1970.0,Brimbank City Council,-37.7449,144.8533,Western Metropolitan
Keilor East,23 Viewbank Dr,4,732000.0,Nelson,28/08/2016,12.8,4.0,2.0,2.0,544.0,233.0,1980.0,Brimbank City Council,-37.7479,144.8763,Western Metropolitan
Keilor East,8 Alwyn Ct,3,715000.0,Moonee,30/07/2016,12.8,3.0,2.0,4.0,598.0,123.0,1970.0,Brimbank City Council,-37.7487,144.8526,Western Metropolitan
Kensington,65 Gatehouse Dr,3,852000.0,Nelson,3/09/2016,4.2,3.0,1.0,1.0,166.0,138.0,2000.0,Melbourne City Council,-37.7929,144.9197,Northern Metropolitan
Kensington,35 Henry St,3,1037000.0,Rendina,3/09/2016,4.2,3.0,1.0,1.0,188.0,106.0,1910.0,Melbourne City Council,-37.7953,144.9275,Northern Metropolitan
Kensington,14 Hardiman St,3,1470000.0,Nelson,4/03/2017,4.2,3.0,1.0,1.0,199.0,121.0,1910.0,Melbourne City Council,-37.7957,144.93200000000002,Northern Metropolitan
Kensington,72 Bayswater Rd,3,1271000.0,Edward,7/05/2016,4.2,3.0,1.0,1.0,284.0,113.0,1900.0,Melbourne City Council,-37.7938,144.9228,Northern Metropolitan
Kensington,67 Collett St,3,1010000.0,Edward,7/05/2016,4.2,3.0,1.0,0.0,234.0,104.0,1900.0,Melbourne City Council,-37.7923,144.9332,Northern Metropolitan
Kensington,10 Altona St,2,905000.0,Edward,8/10/2016,4.2,2.0,2.0,1.0,138.0,126.0,1999.0,Melbourne City Council,-37.799,144.9276,Northern Metropolitan
Kensington,70 Hardiman St,2,960000.0,Nelson,8/10/2016,4.2,2.0,1.0,1.0,174.0,72.0,1900.0,Melbourne City Council,-37.7959,144.9343,Northern Metropolitan
Kensington,94 McConnell St,2,1031000.0,Woodards,8/10/2016,4.2,2.0,1.0,1.0,163.0,99.0,1900.0,Melbourne City Council,-37.7929,144.9287,Northern Metropolitan
Kensington,13 Youlden St,3,870000.0,Greg,8/10/2016,4.2,3.0,1.0,1.0,211.0,95.0,1992.0,Melbourne City Council,-37.7891,144.92600000000002,Northern Metropolitan
Kensington,41 Barnett St,3,1165000.0,Nelson,10/09/2016,4.2,3.0,1.0,0.0,239.0,135.0,1910.0,Melbourne City Council,-37.7923,144.9324,Northern Metropolitan
Kensington,11 Nottingham St,5,1710000.0,Nelson,10/09/2016,4.2,5.0,2.0,2.0,566.0,270.0,1890.0,Melbourne City Council,-37.7893,144.933,Northern Metropolitan
Kensington,39 Henry St,3,1455000.0,Jellis,10/12/2016,4.2,3.0,1.0,0.0,275.0,120.0,1900.0,Melbourne City Council,-37.7954,144.9274,Northern Metropolitan
Kensington,51 Rankins Rd,2,765000.0,Nardella,10/12/2016,4.2,2.0,1.0,2.0,158.0,76.0,1965.0,Melbourne City Council,-37.7902,144.9319,Northern Metropolitan
Kensington,109 Rankins Rd,2,1234500.0,Nelson,13/08/2016,4.2,2.0,2.0,2.0,169.0,127.0,2008.0,Melbourne City Council,-37.7922,144.9316,Northern Metropolitan
Kensington,32 Epsom Rd,2,825000.0,Rendina,14/05/2016,4.2,2.0,1.0,1.0,211.0,88.0,1915.0,Melbourne City Council,-37.7925,144.9264,Northern Metropolitan
Kensington,11 Nottingham St,5,1900000.0,Nelson,16/04/2016,4.2,5.0,2.0,2.0,566.0,270.0,1890.0,Melbourne City Council,-37.7893,144.933,Northern Metropolitan
Kensington,38 Rourke La,2,732000.0,Nelson,18/06/2016,4.2,3.0,2.0,1.0,94.0,130.0,2002.0,Melbourne City Council,-37.7934,144.9166,Northern Metropolitan
Kensington,33 Barnett St,3,1260000.0,Nelson,19/11/2016,4.2,3.0,2.0,2.0,250.0,147.0,1900.0,Melbourne City Council,-37.792,144.9324,Northern Metropolitan
Kensington,51 Gatehouse Dr,3,1000000.0,Nelson,19/11/2016,4.2,3.0,2.0,2.0,211.0,132.0,1997.0,Melbourne City Council,-37.7926,144.9197,Northern Metropolitan
Kensington,26 Hopetoun St,2,1155000.0,Edward,19/11/2016,4.2,2.0,1.0,1.0,197.0,101.0,1890.0,Melbourne City Council,-37.7918,144.9264,Northern Metropolitan
Kensington,49 Robertson St,3,1230000.0,Nelson,22/08/2016,4.2,3.0,1.0,1.0,312.0,109.0,1915.0,Melbourne City Council,-37.793,144.934,Northern Metropolitan
Kensington,123 Rankins Rd,2,850000.0,Nelson,24/09/2016,4.2,2.0,1.0,1.0,169.0,90.0,1900.0,Melbourne City Council,-37.7925,144.9315,Northern Metropolitan
Kensington,5 Rogan La,2,868000.0,Nelson,25/02/2017,4.2,2.0,1.0,1.0,97.0,103.0,2000.0,Melbourne City Council,-37.7921,144.9234,Northern Metropolitan
Kew,94 Argyle Rd,4,3550000.0,Jellis,7/11/2016,5.6,4.0,3.0,4.0,992.0,374.0,1935.0,Boroondara City Council,-37.8046,145.0603,Southern Metropolitan
Kew,73 Cobden St,2,1326000.0,Nelson,7/11/2016,5.6,2.0,1.0,2.0,405.0,80.0,1890.0,Boroondara City Council,-37.8012,145.0361,Southern Metropolitan
Kew,7 Clevedon Ct,4,1950000.0,Kay,8/10/2016,5.6,3.0,2.0,2.0,400.0,251.0,2000.0,Boroondara City Council,-37.8147,145.0438,Southern Metropolitan
Kew,4 Franks Gr,4,2550000.0,Jellis,10/09/2016,5.6,4.0,2.0,2.0,603.0,220.0,1930.0,Boroondara City Council,-37.8095,145.0391,Southern Metropolitan
Kew,8 Merrion Pl,3,1878000.0,Jellis,10/09/2016,5.6,3.0,2.0,1.0,392.0,426.0,2015.0,Boroondara City Council,-37.8081,145.0263,Southern Metropolitan
Kew,75 Derby St,4,1910000.0,Bekdon,10/12/2016,5.6,4.0,3.0,2.0,277.0,199.0,2016.0,Boroondara City Council,-37.8007,145.0374,Southern Metropolitan
Kew,17 Gladstone St,3,1410000.0,Jellis,10/12/2016,5.6,3.0,1.0,2.0,304.0,127.0,1885.0,Boroondara City Council,-37.8023,145.0404,Southern Metropolitan
Kew,31 Miller Gr,3,2310000.0,Walsh,10/12/2016,5.6,3.0,1.0,2.0,782.0,175.0,1920.0,Boroondara City Council,-37.8107,145.0219,Southern Metropolitan
Kew,88 Edgevale Rd,4,2315000.0,Marshall,11/03/2017,5.6,4.0,2.0,0.0,364.0,183.0,1900.0,Boroondara City Council,-37.8125,145.043,Southern Metropolitan
Kew,23 Grange Rd,5,4850000.0,Caine,12/11/2016,5.6,5.0,4.0,4.0,957.0,400.0,1930.0,Boroondara City Council,-37.8112,145.05700000000002,Southern Metropolitan
Kew,15 Barry St,6,6500000.0,Jellis,13/08/2016,5.6,6.0,6.0,3.0,1334.0,365.0,1890.0,Boroondara City Council,-37.8029,145.0267,Southern Metropolitan
Kew,3 Oshaughnessy St,3,1905000.0,Abercromby's,14/05/2016,5.6,4.0,2.0,2.0,591.0,190.0,1910.0,Boroondara City Council,-37.812,145.0268,Southern Metropolitan
Kew,33 Argyle Rd,4,2286000.0,Jellis,15/10/2016,5.6,4.0,3.0,2.0,712.0,237.0,1975.0,Boroondara City Council,-37.8034,145.0527,Southern Metropolitan
Kew,71 Peel St,3,1575000.0,Marshall,15/10/2016,5.6,3.0,2.0,2.0,397.0,80.0,1940.0,Boroondara City Council,-37.8013,145.0335,Southern Metropolitan
Kew,56 Cecil St,4,2350000.0,Jellis,17/09/2016,5.6,4.0,2.0,2.0,861.0,358.0,1983.0,Boroondara City Council,-37.8047,145.0534,Southern Metropolitan
Kew,302 Cotham Rd,4,1312000.0,RT,17/09/2016,5.6,4.0,2.0,1.0,687.0,180.0,1955.0,Boroondara City Council,-37.8096,145.0529,Southern Metropolitan
Kew,74 Gladstone St,2,1331000.0,Nelson,17/09/2016,5.6,2.0,1.0,1.0,424.0,89.0,1940.0,Boroondara City Council,-37.7995,145.0418,Southern Metropolitan
Kew,21 Grandview Tce,4,1800000.0,Kay,17/09/2016,5.6,5.0,2.0,2.0,586.0,187.0,1940.0,Boroondara City Council,-37.7933,145.0343,Southern Metropolitan
Kew,2A Churchill St,3,1476000.0,Jellis,18/03/2017,5.6,3.0,2.0,2.0,288.0,203.0,1997.0,Boroondara City Council,-37.7997,145.046,Southern Metropolitan
Kew,30 College Pde,4,2590000.0,Marshall,18/03/2017,5.6,4.0,2.0,2.0,660.0,215.0,1928.0,Boroondara City Council,-37.8124,145.0361,Southern Metropolitan
Kew,176 Cotham Rd,4,2625000.0,Marshall,18/03/2017,5.6,4.0,2.0,2.0,717.0,225.0,1890.0,Boroondara City Council,-37.8083,145.0418,Southern Metropolitan
Kew,45 Stevenson St,4,2265000.0,Jellis,18/03/2017,5.6,4.0,1.0,1.0,650.0,242.0,1930.0,Boroondara City Council,-37.8098,145.02200000000002,Southern Metropolitan
Kew,24 Fitzwilliam St,5,1975000.0,Kay,18/06/2016,5.6,3.0,2.0,1.0,531.0,1022.0,1890.0,Boroondara City Council,-37.813,145.0411,Southern Metropolitan
Kew,176 Peel St,5,2550000.0,Marshall,18/06/2016,5.6,5.0,4.0,2.0,597.0,342.0,2016.0,Boroondara City Council,-37.7937,145.0353,Southern Metropolitan
Kew,7a Peel St,3,1450000.0,Jellis,22/05/2016,5.6,3.0,2.0,2.0,247.0,204.0,1998.0,Boroondara City Council,-37.8053,145.0327,Southern Metropolitan
Kew,61 Molesworth St,3,3650000.0,Jellis,22/08/2016,5.6,3.0,2.0,3.0,1353.0,282.0,1960.0,Boroondara City Council,-37.8006,145.0218,Southern Metropolitan
Kew,51 Princess St,4,2460000.0,Marshall,24/09/2016,5.6,4.0,4.0,2.0,737.0,293.0,1910.0,Boroondara City Council,-37.8042,145.0291,Southern Metropolitan
Kew,80 Brougham St,4,2850000.0,Marshall,25/02/2017,5.6,4.0,2.0,4.0,690.0,248.0,1890.0,Boroondara City Council,-37.8037,145.0308,Southern Metropolitan
Kew,68 Mary St,5,2425000.0,Jellis,25/02/2017,5.6,5.0,2.0,2.0,534.0,237.0,1890.0,Boroondara City Council,-37.8044,145.0386,Southern Metropolitan
Kew,75 Earl St,2,2875000.0,Jellis,27/06/2016,5.6,2.0,1.0,1.0,1065.0,90.0,1910.0,Boroondara City Council,-37.7944,145.0339,Southern Metropolitan
Kew,60 Childers St,3,1500000.0,Marshall,27/11/2016,5.6,3.0,1.0,2.0,857.0,130.0,1941.0,Boroondara City Council,-37.7981,145.0423,Southern Metropolitan
Kew,18 Collins St,4,1750000.0,hockingstuart,27/11/2016,5.6,4.0,3.0,2.0,641.0,230.0,2010.0,Boroondara City Council,-37.7982,145.0281,Southern Metropolitan
Kew,33 Disraeli St,3,1440000.0,Kay,27/11/2016,5.6,3.0,1.0,1.0,298.0,130.0,1900.0,Boroondara City Council,-37.8021,145.0391,Southern Metropolitan
Kew,27 Fernhurst Gr,4,2560000.0,Jellis,27/11/2016,5.6,4.0,3.0,4.0,670.0,346.0,1990.0,Boroondara City Council,-37.8042,145.0279,Southern Metropolitan
Kew,7 Heather Gr,5,2600000.0,hockingstuart,27/11/2016,5.6,5.0,2.0,2.0,674.0,281.0,1959.0,Boroondara City Council,-37.8064,145.0608,Southern Metropolitan
Kew,69 Malin St,5,3280000.0,Marshall,27/11/2016,5.6,4.0,5.0,2.0,480.0,147.0,1979.0,Boroondara City Council,-37.8117,145.0449,Southern Metropolitan
Kew,31 Argyle Rd,4,2600000.0,Kay,28/08/2016,5.6,4.0,3.0,2.0,700.0,700.0,1992.0,Boroondara City Council,-37.8033,145.0526,Southern Metropolitan
Kew,17 Hartington St,5,2800000.0,Marshall,28/08/2016,5.6,5.0,2.0,3.0,920.0,241.0,1900.0,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan
Kew,82 Parkhill Rd,3,1420000.0,Marshall,28/08/2016,5.6,3.0,2.0,2.0,275.0,153.0,1999.0,Boroondara City Council,-37.8052,145.0489,Southern Metropolitan
Kew,26 Queen St,3,1800000.0,Jellis,28/08/2016,5.6,4.0,2.0,1.0,336.0,139.0,1910.0,Boroondara City Council,-37.8074,145.0318,Southern Metropolitan
