hour,day,month,name,price,distance,temperature,apparentTemperature,precipIntensity,precipProbability,humidity,windSpeed,windGust,visibility,dewPoint,pressure,cloudCover,uvIndex,ozone
20,30,11,UberX,7.5,0.61,40.86,40.86,0.0,0.0,0.58,2.9,3.82,9.888,27.35,1016.6,1.0,0,276.5
14,17,12,Black,16.0,0.61,36.45,31.0,0.0005,0.09,0.88,6.79,8.73,9.037,33.32,1003.86,1.0,1,326.0
10,28,11,UberXL,,0.61,34.4,29.99,0.0,0.0,0.78,4.89,7.74,9.899,28.39,991.05,0.48,0,344.7
4,27,11,WAV,7.5,0.61,43.38,37.06,0.1267,1.0,0.89,12.12,16.82,4.273,40.38,1000.86,1.0,0,289.5
8,30,11,Black SUV,26.5,0.61,30.09,30.09,0.0,0.0,0.85,2.25,2.25,9.863999999999999,26.24,1014.8,0.0,0,285.2
17,16,12,Black SUV,30.5,2.32,42.81,38.23,0.002,0.29,0.75,7.54,8.94,9.956,35.26,1016.68,1.0,1,323.7
21,27,11,UberXL,16.0,2.32,42.23,36.87,0.0,0.0,0.7,8.92,10.36,9.961,33.05,991.47,0.77,0,308.9
20,3,12,UberPool,10.0,2.32,52.9,52.9,0.0,0.0,0.5,7.4,7.78,10.0,34.67,999.89,0.83,0,314.3
20,27,11,WAV,10.5,2.32,43.02,37.56,0.0,0.0,0.69,9.55,11.74,10.0,33.71,991.0,0.82,0,311.4
17,30,11,Black,21.0,2.32,41.46,39.41,0.0,0.0,0.57,3.57,4.27,9.927999999999999,27.5,1016.11,0.86,1,271.7
4,18,12,UberX,10.5,2.32,37.21,31.9,0.0,0.0,0.69,6.79,11.31,9.732000000000001,28.04,1000.92,1.0,0,365.2
21,30,11,Black SUV,37.0,3.39,40.33,38.44,0.0,0.0,0.6,3.27,4.24,9.839,27.35,1017.09,1.0,0,280.7
13,16,12,UberX,10.5,3.39,42.11,37.54,0.0,0.0,0.7,7.26,8.97,9.779,32.91,1022.24,0.91,0,321.1
6,14,12,UberXL,19.0,3.39,29.63,29.63,0.0,0.0,0.74,1.1,2.49,9.716000000000001,22.41,1035.55,0.77,0,299.1
4,29,11,WAV,10.5,3.39,38.18,32.09,0.0,0.0,0.7,8.52,9.67,10.0,29.13,998.75,0.59,0,346.7
7,26,11,Black,23.0,3.39,42.02,42.02,0.0,0.0,0.91,2.01,2.01,6.397,39.47,1014.24,1.0,0,304.7
11,30,11,UberPool,8.0,3.39,29.09,29.09,0.0,0.0,0.86,2.53,3.48,9.931000000000001,25.41,1016.49,0.0,0,279.8
22,13,12,UberPool,7.0,1.21,31.98,31.98,0.0,0.0,0.61,1.98,3.86,10.0,19.94,1034.76,0.71,0,328.5
10,16,12,Black SUV,27.5,1.21,40.1,35.6,0.0,0.0,0.73,6.44,8.22,10.0,32.24,1022.84,1.0,0,308.8
7,16,12,WAV,7.0,1.21,40.19,35.1,0.0,0.0,0.69,7.48,9.7,10.0,30.69,1023.03,0.2,0,299.3
12,1,12,UberX,7.0,1.21,32.07,27.22,0.0,0.0,0.79,4.94,4.94,9.712,26.45,1021.71,0.37,0,279.6
16,2,12,Black,15.0,1.21,46.52,43.15,0.0255,1.0,0.94,6.69,6.69,2.121,45.01,1010.97,1.0,1,277.6
23,2,12,UberXL,10.5,1.21,48.83,48.83,0.0,0.0,0.96,2.83,2.98,7.79,47.81,1002.81,,0,287.3
13,27,11,UberXL,12.5,0.55,44.94,42.13,0.006999999999999999,0.61,0.94,5.23,5.23,3.2310000000000003,43.32,988.09,1.0,0,322.8
7,29,11,UberX,8.0,0.55,38.8,32.47,0.0,0.0,0.68,9.3,13.82,9.98,29.29,1000.3,0.79,0,344.1
8,15,12,Black,16.0,0.55,46.81,44.67,0.0,0.0,0.89,4.71,7.85,10.0,43.87,1021.94,0.89,0,296.8
21,13,12,Black SUV,26.5,0.55,32.6,32.6,0.0,0.0,0.58,1.87,3.49,10.0,19.3,1034.39,,0,328.9
18,26,11,UberPool,7.5,0.55,45.46,42.47,0.0005,0.03,0.86,5.65,6.57,8.202,41.5,1011.31,1.0,1,294.0
12,27,11,WAV,8.0,0.55,46.3,44.19,0.0288,0.94,0.91,4.54,4.54,3.295,43.94,988.29,1.0,0,314.0
19,28,11,WAV,9.5,1.9,41.47,35.66,0.0,0.0,0.63,9.54,14.86,10.0,29.72,991.85,1.0,0,354.2
7,28,11,UberX,9.5,1.9,35.22,30.73,0.0,0.0,0.79,5.15,7.11,9.926,29.31,991.46,0.76,0,338.1
21,13,12,Black,18.0,1.9,32.6,32.6,0.0,0.0,0.58,1.87,3.49,10.0,19.3,1034.39,0.71,0,328.9
6,13,12,Black SUV,28.5,1.9,19.28,13.96,0.0,0.0,0.57,3.6,3.6,9.868,6.46,1028.56,0.04,0,325.9
3,14,12,UberPool,9.0,1.9,31.57,31.57,0.0,0.0,0.69,1.35,2.01,10.0,22.45,1035.0,1.0,0,316.3
15,29,11,UberXL,14.0,1.9,43.0,37.07,0.0,0.0,0.54,10.72,14.22,9.931000000000001,27.34,1006.43,0.49,1,326.8
14,15,12,UberX,8.5,1.46,47.95,46.74,0.0013,0.02,0.88,3.7,5.1,9.707,44.71,1022.57,0.99,1,298.6
13,28,11,Black SUV,28.5,1.46,35.98,31.03,0.0,0.0,0.7,5.92,5.92,9.843,27.26,991.62,0.44,0,348.0
0,28,11,UberXL,13.5,1.46,39.13,34.07,0.0,0.0,0.73,7.03,10.51,10.0,31.05,991.99,0.12,0,315.1
17,27,11,UberPool,9.0,1.46,41.34,34.55,0.0,0.0,0.78,11.92,15.18,9.83,34.98,990.16,0.99,1,323.9
18,1,12,Black,18.0,1.46,43.64,43.64,0.0,0.0,0.54,2.73,3.36,9.88,27.9,1022.86,0.3,1,274.8
4,17,12,WAV,8.5,1.46,40.08,33.55,0.0187,1.0,0.9,10.45,15.67,2.585,37.36,1007.02,1.0,0,328.1
6,14,12,Black SUV,23.0,1.22,29.63,29.63,0.0,0.0,0.74,1.1,2.49,9.716000000000001,22.41,1035.55,0.77,0,299.1
16,13,12,WAV,8.0,1.22,30.46,30.46,0.0,0.0,0.56,2.48,3.25,9.908,16.62,1033.94,0.75,1,326.0
20,28,11,Black,15.0,1.22,41.91,36.71,0.0,0.0,0.6,8.42,13.0,10.0,29.05,992.85,1.0,0,355.0
0,27,11,UberPool,6.5,1.22,44.52,39.94,0.1058,1.0,0.91,8.33,8.4,3.79,42.17,1006.47,1.0,0,296.4
22,13,12,UberX,8.0,1.22,31.98,31.98,0.0,0.0,0.61,1.98,3.86,10.0,19.94,1034.76,0.71,0,328.5
2,15,12,UberXL,12.0,1.22,42.27,39.99,0.0,0.0,0.89,3.95,3.99,10.0,39.17,1025.28,1.0,0,293.4
13,17,12,Black,28.5,4.4,35.19,28.8,0.0,0.0,0.89,7.88,8.47,8.459,32.17,1004.17,1.0,0,325.3
5,26,11,UberPool,10.0,4.4,41.99,41.99,0.0,0.0,0.91,0.53,0.88,4.675,39.54,1014.11,1.0,0,312.3
7,15,12,UberXL,21.5,4.4,46.66,44.16,0.0,0.0,0.91,5.21,7.94,10.0,44.19,1022.09,0.87,0,297.5
0,4,12,Black SUV,38.5,4.4,46.36,44.64,0.0,0.0,0.57,4.03,6.32,10.0,31.82,1002.03,0.01,0,326.9
17,30,11,UberX,13.0,4.4,41.46,39.41,0.0,0.0,0.57,3.57,4.27,9.927999999999999,27.5,1016.11,0.86,1,271.7
4,4,12,WAV,,4.4,42.08,37.6,0.0,0.0,0.65,7.07,9.16,9.821,31.27,1003.93,0.67,0,335.9
19,26,11,WAV,10.5,2.59,45.07,40.97,0.0021,0.1,0.85,7.55,7.55,8.286,40.82,1009.8,1.0,0,294.0
8,27,11,Black,18.5,2.59,44.29,38.92,0.0737,1.0,0.92,10.12,17.68,2.903,42.11,992.91,1.0,0,289.3
17,14,12,Black SUV,27.5,2.59,44.89,43.2,0.0,0.0,0.54,3.73,3.73,9.962,29.03,1030.83,0.16,1,289.1
5,13,12,UberX,10.5,2.59,20.07,14.02,0.0,0.0,0.56,4.21,4.21,9.725,6.89,1027.98,0.0,0,326.9
6,4,12,UberXL,15.0,2.59,40.67,35.61,0.0,0.0,0.64,7.59,9.09,9.878,29.32,1004.3,1.0,0,343.9
17,29,11,UberPool,7.5,2.59,43.91,38.03,0.0,0.0,0.5,11.24,22.48,9.972999999999999,26.27,1006.58,0.31,1,314.0
18,28,11,UberPool,10.0,4.53,40.92,35.13,0.0,0.0,0.64,9.21,15.03,10.0,29.57,991.21,1.0,1,353.1
0,16,12,Black SUV,42.5,4.53,43.96,40.8,0.0,0.0,0.68,5.48,8.73,10.0,33.96,1023.51,0.23,0,298.8
4,30,11,WAV,13.0,4.53,34.38,29.63,0.0,0.0,0.73,5.28,5.28,10.0,26.64,1013.73,0.0,0,291.1
11,13,12,UberX,13.0,4.53,20.42,15.44,0.0,0.0,0.64,3.48,3.48,9.917,10.29,1032.12,0.37,0,328.9
12,16,12,Black,27.5,4.53,41.09,36.6,0.0,0.0,0.71,6.75,8.45,10.0,32.52,1022.31,1.0,0,320.0
9,29,11,UberXL,23.0,4.53,37.79,30.62,0.0,0.0,0.67,10.63,11.4,10.0,27.63,1001.97,0.53,0,341.9
4,16,12,Black,17.5,1.35,40.7,37.51,0.0,0.0,0.69,4.72,5.9,10.0,31.36,1024.5,0.0,0,296.0
7,27,11,UberXL,13.0,1.35,43.29,37.33,0.0772,1.0,0.9,11.02,13.93,2.6830000000000003,40.67,996.9,1.0,0,286.1
8,16,12,Black SUV,26.5,1.35,39.67,35.0,0.0,0.0,0.72,6.57,9.01,10.0,31.38,1022.08,0.32,0,302.6
19,29,11,UberX,8.5,1.35,43.49,37.19,0.0,0.0,0.52,12.13,19.97,9.796,26.83,1007.12,0.53,0,309.7
11,13,12,UberPool,,1.35,20.42,15.44,0.0,0.0,0.64,3.48,3.48,9.917,10.29,1032.12,0.37,0,328.9
1,14,12,WAV,8.5,1.35,30.64,30.64,0.0,0.0,0.65,2.4,3.33,10.0,20.26,1035.14,0.93,0,324.9
19,28,11,WAV,7.0,1.25,41.47,35.66,0.0,0.0,0.63,9.54,14.86,10.0,29.72,991.85,1.0,0,354.2
9,30,11,Black SUV,26.0,1.25,30.04,27.07,0.0,0.0,0.85,3.02,3.02,9.888,26.11,1015.25,0.0,0,282.9
20,27,11,UberX,7.0,1.25,43.02,37.56,0.0,0.0,0.69,9.55,11.74,10.0,33.71,991.0,0.82,0,311.4
10,1,12,Black,16.0,1.25,32.05,28.02,0.0,0.0,0.81,4.1,4.1,9.857999999999999,26.89,1021.7,0.4,0,280.6
2,1,12,UberXL,11.5,1.25,36.89,34.35,0.0,0.0,0.71,3.41,4.58,9.884,28.43,1018.23,0.97,0,290.5
22,13,12,UberPool,7.0,1.25,31.98,31.98,0.0,0.0,0.61,1.98,3.86,10.0,19.94,1034.76,0.71,0,328.5
23,29,11,UberX,10.5,1.9,40.29,34.73,0.0,0.0,0.59,8.43,13.46,9.936,27.29,1010.12,0.22,0,300.1
17,3,12,WAV,10.5,1.9,54.59,54.59,0.0,0.0,0.63,9.43,15.07,10.0,42.08,998.9,0.83,1,304.1
11,29,11,Black SUV,27.5,1.9,37.4,31.1,0.0,0.0,0.67,8.59,10.54,9.937000000000001,27.31,1004.67,0.25,0,341.3
4,13,12,UberXL,16.0,1.9,23.19,17.99,0.0,0.0,0.46,3.94,3.94,10.0,5.3,1027.36,0.0,0,328.2
4,3,12,UberPool,10.0,1.9,47.71,47.71,0.0013,0.14,0.94,2.45,2.45,4.031000000000001,45.93,1001.59,1.0,0,288.4
8,18,12,Black,20.5,1.9,29.36,19.09,0.0,0.0,0.54,12.82,26.67,9.375,14.76,1003.34,0.93,0,364.1
22,13,12,Black SUV,31.5,3.42,31.98,31.98,0.0,0.0,0.61,1.98,3.86,10.0,19.94,1034.76,0.71,0,328.5
21,14,12,UberPool,10.0,3.42,42.91,41.4,0.0,0.0,0.66,3.25,4.37,9.57,32.34,1029.1,0.73,0,290.2
18,28,11,UberXL,18.5,3.42,40.92,35.13,0.0,0.0,0.64,9.21,15.03,10.0,29.57,991.21,1.0,1,353.1
14,27,11,Black,24.0,3.42,42.01,37.66,0.0015,0.32,0.91,6.82,7.56,4.394,39.68,988.3,1.0,1,329.4
8,2,12,UberX,10.5,3.42,38.95,36.97,0.0094,0.66,0.88,3.18,4.16,6.572,35.8,1020.0,1.0,0,270.1
8,1,12,WAV,10.5,3.42,32.34,28.52,0.0,0.0,0.81,3.95,3.95,9.949,27.25,1019.38,0.83,0,284.1
17,30,11,UberX,14.0,2.2,41.46,39.41,0.0,0.0,0.57,3.57,4.27,9.927999999999999,27.5,1016.11,0.86,1,271.7
0,28,11,UberXL,,2.2,39.13,34.07,0.0,0.0,0.73,7.03,10.51,10.0,31.05,991.99,0.12,0,315.1
19,13,12,UberPool,13.0,2.2,32.85,32.85,0.0,0.0,0.56,2.65,3.83,9.959,18.66,1033.65,0.64,0,330.8
0,29,11,WAV,14.0,2.2,39.41,33.81,0.0,0.0,0.69,8.11,12.21,9.996,30.16,996.21,0.81,0,352.8
9,15,12,Black,25.0,2.2,46.62,45.36,0.0,0.0,0.88,3.52,5.7,9.76,43.33,1021.3,0.93,0,295.6
5,1,12,Black SUV,35.0,2.2,34.62,34.62,0.0,0.0,0.77,2.59,2.59,9.937000000000001,28.29,1018.67,0.83,0,289.6
1,3,12,UberX,9.5,3.04,47.93,47.93,0.0,0.0,0.95,2.7,3.62,4.315,46.66,1002.81,1.0,0,288.1
1,29,11,UberXL,18.0,3.04,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
12,18,12,Black SUV,35.0,3.04,24.61,12.13,0.0,0.0,0.5,14.95,23.96,9.948,8.55,1007.14,0.78,0,371.4
11,16,12,WAV,9.5,3.04,40.13,35.97,0.0,0.0,0.74,5.91,7.75,10.0,32.51,1022.73,1.0,0,315.7
20,3,12,UberPool,10.0,3.04,52.9,52.9,0.0,0.0,0.5,7.4,7.78,10.0,34.67,999.89,0.83,0,314.3
6,4,12,Black,26.5,3.04,40.67,35.61,0.0,0.0,0.64,7.59,9.09,9.878,29.32,1004.3,1.0,0,343.9
3,29,11,UberPool,12.5,3.01,37.44,30.88,0.0,0.0,0.7,9.14,9.14,10.0,28.61,998.36,0.44,0,347.7
21,16,12,UberX,12.5,3.01,42.84,37.91,0.0,0.0,0.72,8.28,10.42,9.857999999999999,34.27,1014.2,0.92,0,322.1
21,16,12,Black SUV,37.5,3.01,42.84,37.91,0.0,0.0,0.72,8.28,10.42,9.857999999999999,34.27,1014.2,0.92,0,322.1
2,27,11,WAV,12.5,3.01,43.58,37.35,0.1299,1.0,0.94,11.98,11.98,4.7860000000000005,41.83,1003.97,1.0,0,291.1
19,29,11,UberXL,19.5,3.01,43.49,37.19,0.0,0.0,0.52,12.13,19.97,9.796,26.83,1007.12,0.53,0,309.7
6,30,11,Black,28.5,3.01,31.74,28.85,0.0,0.0,0.81,3.12,4.13,9.972000000000001,26.45,1014.31,0.0,0,288.3
10,17,12,Black SUV,26.5,1.64,35.45,28.89,0.0057,0.59,0.94,8.27,9.68,4.942,33.82,1004.49,1.0,0,328.7
6,1,12,UberPool,7.0,1.64,34.59,32.16,0.0,0.0,0.78,3.07,3.07,9.945,28.47,1019.21,0.94,0,287.3
8,15,12,WAV,8.5,1.64,46.81,44.67,0.0,0.0,0.89,4.71,7.85,10.0,43.87,1021.94,0.89,0,296.8
12,26,11,Black,17.5,1.64,41.3,41.3,0.0,0.0,0.93,2.55,2.6,3.475,39.51,1014.97,1.0,0,297.7
11,15,12,UberX,8.5,1.64,47.34,46.24,0.0024,0.12,0.88,3.47,6.73,8.099,43.91,1021.98,0.99,0,296.6
6,3,12,UberXL,12.5,1.64,45.58,45.58,0.0,0.0,0.96,1.25,2.09,1.413,44.5,1001.06,1.0,0,290.9
19,1,12,WAV,7.0,1.03,43.99,43.99,0.0,0.0,0.52,2.13,3.27,9.815,27.51,1022.41,0.42,1,273.9
11,18,12,UberX,11.0,3.39,24.71,12.26,0.0,0.0,0.51,15.0,24.98,9.901,9.22,1006.6,0.77,0,369.6
12,28,11,UberPool,9.5,3.39,36.53,32.06,0.0,0.0,0.71,5.42,6.95,9.974,28.14,991.36,0.54,0,347.5
5,2,12,UberPool,10.0,4.72,38.19,38.19,0.0,0.0,0.83,2.07,3.5,9.698,33.58,1021.39,1.0,0,269.8
13,3,12,WAV,15.0,4.72,49.34,47.96,0.0,0.0,0.92,4.2,5.84,7.188,47.06,999.95,0.91,0,301.8
16,3,12,Black SUV,41.5,4.72,57.22,57.22,0.0,0.0,0.69,7.85,10.25,10.0,47.14,999.27,0.2,2,300.6
21,29,11,Black,28.5,4.72,41.97,36.09,0.0,0.0,0.55,10.0,15.17,9.783999999999999,26.82,1008.97,0.31,0,305.7
4,17,12,UberX,15.0,4.72,40.08,33.55,0.0187,1.0,0.9,10.45,15.67,2.585,37.36,1007.02,1.0,0,328.1
11,16,12,UberXL,24.0,4.72,40.13,35.97,0.0,0.0,0.74,5.91,7.75,10.0,32.51,1022.73,1.0,0,
16,18,12,UberX,7.0,0.39,28.58,18.1,0.0,0.0,0.44,12.84,22.45,10.0,9.35,1010.35,0.13,1,378.7
9,16,12,UberPool,6.5,0.39,42.34,37.12,0.0,0.0,0.68,8.66,9.17,10.0,32.7,1021.98,0.72,0,303.8
4,1,12,Black SUV,26.0,0.39,34.81,34.81,0.0,0.0,0.77,2.98,2.98,9.966000000000001,28.31,1018.55,0.86,0,290.6
5,2,12,Black,16.0,0.39,38.19,38.19,0.0,0.0,0.83,2.07,3.5,9.698,33.58,1021.39,1.0,0,269.8
15,26,11,WAV,7.0,0.39,44.15,42.54,0.0074,0.86,0.93,3.53,3.9,8.561,42.14,1014.19,1.0,1,295.0
1,29,11,UberXL,9.0,0.39,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
18,16,12,UberX,7.0,1.08,42.82,38.16,0.0012,0.14,0.77,7.72,8.96,10.0,35.99,1016.38,1.0,1,323.2
17,28,11,UberXL,12.0,1.08,40.77,35.14,0.0,0.0,0.63,8.76,14.9,10.0,29.17,991.33,1.0,1,352.4
10,28,11,UberPool,6.5,1.08,34.4,29.99,0.0,0.0,0.78,4.89,7.74,9.899,28.39,991.05,0.48,0,344.7
21,13,12,WAV,7.0,1.08,32.6,32.6,0.0,0.0,0.58,1.87,3.49,10.0,19.3,1034.39,0.71,0,328.9
19,26,11,Black SUV,26.0,1.08,45.07,40.97,0.0021,0.1,0.85,7.55,7.55,8.286,40.82,1009.8,1.0,0,294.0
7,27,11,Black,16.0,1.08,43.29,37.33,0.0772,1.0,0.9,11.02,13.93,2.6830000000000003,40.67,996.9,1.0,0,286.1
1,30,11,UberXL,19.0,3.05,37.95,32.46,0.0,0.0,0.65,7.34,9.4,9.984,27.2,1011.66,0.0,0,297.9
11,3,12,UberPool,10.0,3.05,47.87,47.87,0.0,0.0,0.93,2.77,4.54,2.069,46.01,1000.3,1.0,0,300.5
23,26,11,Black,25.0,3.05,44.34,39.93,0.0274,1.0,0.91,7.86,7.86,5.1770000000000005,41.99,1007.32,1.0,0,297.3
8,27,11,Black SUV,35.0,3.05,44.29,38.92,0.0737,1.0,0.92,10.12,17.68,2.903,42.11,992.91,1.0,0,289.3
4,18,12,UberX,10.5,3.05,37.21,31.9,0.0,0.0,0.69,6.79,11.31,9.732000000000001,28.04,1000.92,1.0,0,365.2
1,17,12,WAV,10.5,3.05,40.61,35.0,0.1289,1.0,0.91,8.68,11.82,2.6289999999999996,38.14,1011.49,0.98,0,325.0
16,17,12,Black SUV,34.0,3.05,37.62,32.77,0.0,0.0,0.88,6.22,7.24,8.54,34.53,1001.67,1.0,1,327.0
11,27,11,UberX,14.0,3.05,46.23,43.49,0.0488,1.0,0.92,5.47,5.47,3.5639999999999996,44.14,988.85,1.0,0,305.5
2,27,11,WAV,14.0,3.05,43.58,37.35,0.1299,1.0,0.94,11.98,11.98,4.7860000000000005,41.83,1003.97,1.0,0,291.1
15,1,12,UberPool,14.0,3.05,39.33,36.3,0.0,0.0,0.62,4.26,5.46,9.961,27.21,1022.59,0.24,2,278.7
13,15,12,Black,24.0,3.05,47.56,46.32,0.008,0.32,0.9,3.66,5.3,8.904,44.89,1022.68,1.0,0,297.5
8,14,12,UberXL,23.5,3.05,28.2,28.2,0.0,0.0,0.79,1.89,2.87,9.666,22.53,1033.96,0.37,0,297.3
9,15,12,UberXL,13.0,2.17,46.62,45.36,0.0,0.0,0.88,3.52,5.7,9.76,43.33,1021.3,0.93,0,295.6
1,29,11,Black,18.5,2.17,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
12,28,11,UberX,8.5,2.17,36.53,32.06,0.0,0.0,0.71,5.42,6.95,9.974,28.14,991.36,0.54,0,347.5
2,1,12,Black SUV,28.5,2.17,36.89,34.35,0.0,0.0,0.71,3.41,4.58,9.884,28.43,1018.23,0.97,0,290.5
9,17,12,UberPool,8.5,2.17,35.84,29.23,0.0092,0.74,0.94,8.52,10.39,3.6060000000000003,34.25,1004.71,1.0,0,329.7
2,29,11,WAV,8.5,2.17,37.92,31.91,0.0,0.0,0.71,8.28,12.43,9.981,29.42,997.37,0.75,0,348.9
10,27,11,UberPool,10.0,4.76,45.45,41.77,0.0624,1.0,0.93,6.87,7.42,2.6860000000000004,43.52,989.98,1.0,0,296.2
2,16,12,WAV,14.0,4.76,40.87,37.73,0.0,0.0,0.7,4.68,5.77,9.827,32.0,1024.46,0.14,0,296.6
18,14,12,Black SUV,40.5,4.76,45.82,43.61,0.0,0.0,0.51,4.57,4.57,9.898,28.63,1029.95,0.56,1,288.5
0,17,12,UberX,14.0,4.76,40.93,35.58,0.1044,0.99,0.9,8.29,9.96,2.825,38.12,1012.14,0.99,0,325.3
16,27,11,UberXL,21.5,4.76,41.0,34.42,0.0,0.0,0.83,11.16,17.48,9.285,36.27,989.5,1.0,1,333.5
5,1,12,Black,32.5,4.76,34.62,34.62,0.0,0.0,0.77,2.59,2.59,9.937000000000001,28.29,1018.67,0.83,0,289.6
17,2,12,UberXL,22.5,6.26,46.78,43.89,0.0342,1.0,0.96,5.89,8.48,2.03,45.59,1008.8,1.0,1,280.3
14,29,11,Black,31.5,6.26,41.39,36.08,0.0,0.0,0.58,8.41,15.95,9.994,27.59,1006.23,0.22,1,331.8
5,3,12,WAV,14.0,6.26,45.78,45.78,0.0,0.0,0.94,1.71,2.44,1.46,44.22,1001.35,1.0,0,289.6
23,28,11,UberX,14.0,6.26,39.35,33.0,0.0,0.0,0.69,9.63,14.39,10.0,29.86,995.3,1.0,0,355.0
1,29,11,UberPool,13.5,6.26,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,,0,349.9
2,18,12,Black SUV,44.0,6.26,37.06,31.82,0.0,0.0,0.69,6.65,11.71,9.88,27.91,1001.12,0.68,0,369.3
9,15,12,Black,33.0,4.48,46.62,45.36,0.0,0.0,0.88,3.52,5.7,9.76,43.33,1021.3,0.93,0,295.6
1,29,11,UberPool,13.5,4.48,38.42,32.45,0.0,0.0,0.72,8.41,11.54,9.915,30.3,996.92,0.77,0,349.9
16,26,11,UberXL,21.5,4.48,45.8,43.94,0.0024,0.29,0.89,4.1,4.3,9.579,42.84,1013.62,1.0,1,293.7
23,30,11,WAV,13.5,4.48,38.62,35.98,0.0,0.0,0.66,3.75,3.75,10.0,28.26,1017.33,1.0,0,285.6
4,18,12,Black SUV,42.0,4.48,37.21,31.9,0.0,0.0,0.69,6.79,11.31,9.732000000000001,28.04,1000.92,1.0,0,365.2
20,28,11,UberX,13.5,4.48,41.91,36.71,0.0,0.0,0.6,8.42,13.0,10.0,29.05,992.85,1.0,0,355.0
12,15,12,Black SUV,26.5,0.56,47.21,46.04,0.0049,0.18,0.88,3.52,6.51,8.138,43.8,1022.33,1.0,0,297.1
9,18,12,UberX,7.5,0.56,26.21,14.47,0.0,0.0,0.51,14.3,27.25,9.392999999999999,10.7,1005.11,0.95,0,365.4
14,27,11,UberPool,6.5,0.56,42.01,37.66,0.0015,0.32,0.91,6.82,7.56,4.394,39.68,988.3,1.0,1,329.4
6,30,11,UberXL,11.0,0.56,31.74,28.85,0.0,0.0,0.81,3.12,4.13,9.972000000000001,26.45,1014.31,0.0,0,288.3
7,17,12,Black,16.0,0.56,38.41,31.98,0.0089,0.85,0.91,9.33,11.58,3.1830000000000003,36.14,1005.18,1.0,0,331.1
17,28,11,WAV,7.5,0.56,40.77,35.14,0.0,0.0,0.63,8.76,14.9,10.0,29.17,991.33,1.0,1,352.4
20,15,12,WAV,13.0,2.32,51.15,51.15,0.0,0.0,0.62,4.78,4.78,9.501,38.56,1021.03,0.09,0,302.2
22,3,12,UberX,,2.32,49.11,46.18,0.0,0.0,0.51,6.87,10.16,10.0,31.81,1001.06,0.17,0,319.7
20,26,11,Black,20.5,2.32,44.95,40.72,0.0021,0.11,0.86,7.78,7.78,8.677,41.07,1009.25,1.0,0,294.1
20,26,11,Black SUV,31.0,2.32,44.95,40.72,0.0021,0.11,0.86,7.78,7.78,8.677,41.07,1009.25,1.0,0,294.1
10,15,12,UberPool,12.5,2.32,46.59,45.5,0.0,0.0,0.88,3.33,5.34,9.627,43.25,1021.21,0.89,0,295.4
15,28,11,UberXL,20.5,2.32,41.24,35.9,0.0,0.0,0.6,8.39,12.38,10.0,28.42,991.46,0.74,1,351.9
21,28,11,UberPool,9.0,0.99,41.35,35.62,0.0,0.0,0.6,9.29,11.6,10.0,28.39,993.87,1.0,0,355.2
17,29,11,Black,15.5,0.99,43.91,38.03,0.0,0.0,0.5,11.24,22.48,9.972999999999999,26.27,1006.58,0.31,1,314.0
13,28,11,WAV,8.5,0.99,35.98,31.03,0.0,0.0,0.7,5.92,5.92,9.843,27.26,991.62,0.44,0,348.0
23,26,11,Black SUV,27.0,0.99,44.34,39.93,0.0274,1.0,0.91,7.86,7.86,5.1770000000000005,41.99,1007.32,1.0,0,297.3
14,15,12,UberXL,13.0,0.99,47.95,46.74,0.0013,0.02,0.88,3.7,5.1,9.707,44.71,1022.57,0.99,1,298.6
16,13,12,UberX,8.5,0.99,30.46,30.46,0.0,0.0,0.56,2.48,3.25,9.908,16.62,1033.94,0.75,1,326.0
7,13,12,UberXL,16.5,3.08,18.91,14.24,0.0,0.0,0.59,3.16,3.16,10.0,7.06,1029.29,0.08,0,326.1
3,29,11,WAV,10.5,3.08,37.44,30.88,0.0,0.0,0.7,9.14,9.14,10.0,28.61,998.36,0.44,0,347.7
13,13,12,UberPool,10.0,2.8,22.18,17.69,0.0,0.0,0.64,3.32,3.54,9.427999999999999,11.78,1033.56,0.27,0,328.4
7,17,12,WAV,10.5,2.8,38.41,31.98,0.0089,0.85,0.91,9.33,11.58,3.1830000000000003,36.14,1005.18,1.0,0,331.1
6,2,12,UberXL,17.0,2.8,37.96,37.96,0.0,0.0,0.84,1.9,3.29,9.706,33.59,1021.23,1.0,0,269.6
21,27,11,Black SUV,29.5,2.8,42.23,36.87,0.0,0.0,0.7,8.92,10.36,9.961,33.05,991.47,0.77,0,308.9
13,13,12,UberX,10.5,3.45,22.18,17.69,0.0,0.0,0.64,3.32,3.54,9.427999999999999,11.78,1033.56,0.27,0,328.4
20,27,11,WAV,10.5,3.45,43.02,37.56,0.0,0.0,0.69,9.55,11.74,10.0,33.71,991.0,0.82,0,311.4
0,29,11,Black SUV,34.0,3.45,39.41,33.81,0.0,0.0,0.69,8.11,12.21,9.996,30.16,996.21,0.81,0,352.8
14,14,12,Black,23.0,3.45,36.08,33.9,0.0,0.0,0.7,3.02,5.27,9.832,27.29,1034.42,0.06,1,290.3
